Tau,Kappa,Chi
0.17371779276130242,-1.3028834457097553,0.0032682612100459257
0.21714724095162746,-1.3028834457097553,-0.04374502497291787
0.26057668914195287,-1.3028834457097553,-0.0773092519203967
0.3040061373322783,-1.3028834457097553,-0.10543879669527059
0.34743558552260334,-1.3028834457097553,-0.13942796453527986
0.39086503371292836,-1.3028834457097553,-0.17782251221199882
0.4342944819032538,-1.3028834457097553,-0.22087611054728623
0.47772393009357916,-1.3028834457097553,-0.2443681177407267
0.5211533782839042,-1.3028834457097553,-0.2714463781945237
0.5645828264742292,-1.3028834457097553,-0.29584636947899257
0.6080122746645547,-1.3028834457097553,-0.3157505840287521
0.65144172285488,-1.3028834457097553,-0.34334302523276183
0.6948711710452051,-1.3028834457097553,-0.36833118514207275
0.7383006192355301,-1.3028834457097553,-0.3772528874739516
0.7817300674258556,-1.3028834457097553,-0.4082656846396718
0.825159515616181,-1.3028834457097553,-0.4094129251869065
0.868588963806506,-1.3028834457097553,-0.415022617006943
0.912018411996831,-1.3028834457097553,-0.42388303587247234
0.9554478601871563,-1.3028834457097553,-0.4323031529632973
-1.7371779276130073,-1.25945399751943,0.0052699125882755835
-1.693748479422682,-1.25945399751943,-0.022377902125654422
-1.6503190312323568,-1.25945399751943,0.028498299794491252
-1.6068895830420316,-1.25945399751943,0.04821967779236544
-1.5634601348517065,-1.25945399751943,0.05710183464426406
-1.5200306866613813,-1.25945399751943,0.08911807924902367
-1.4766012384710558,-1.25945399751943,0.07965384763104835
-1.4331717902807308,-1.25945399751943,0.12054739243784975
-1.3897423420904056,-1.25945399751943,0.14420712481172557
-1.3463128939000804,-1.25945399751943,0.1823460034634359
-1.3028834457097551,-1.25945399751943,0.2049019493153824
-1.2594539975194299,-1.25945399751943,0.1968464311675407
-1.2160245493291046,-1.25945399751943,0.2294892435076106
-1.1725951011387794,-1.25945399751943,0.24567685238400264
-1.1291656529484542,-1.25945399751943,0.26681758325490623
-1.085736204758129,-1.25945399751943,0.28919660972804573
-1.0423067565678037,-1.25945399751943,0.2944282104571409
-0.9988773083774786,-1.25945399751943,0.29964062062524704
-0.9554478601871533,-1.25945399751943,0.33243678825730116
-0.9120184119968281,-1.25945399751943,0.3321672468721404
-0.868588963806503,-1.25945399751943,0.323903369909168
-0.8251595156161776,-1.25945399751943,0.342243582197788
-0.7817300674258525,-1.25945399751943,0.3383884266162652
-0.7383006192355273,-1.25945399751943,0.3468126251563537
-0.694871171045202,-1.25945399751943,0.3538225423147312
-0.6514417228548768,-1.25945399751943,0.35524884519846556
-0.6080122746645515,-1.25945399751943,0.33259686074321637
-0.5645828264742263,-1.25945399751943,0.3278737008900166
-0.5211533782839011,-1.25945399751943,0.3305074935332858
-0.47772393009357594,-1.25945399751943,0.32241723979757353
-0.4342944819032507,-1.25945399751943,0.30527582995362085
-0.39086503371292547,-1.25945399751943,0.2987942360533091
-0.34743558552260023,-1.25945399751943,0.2817527302234441
-0.304006137332275,-1.25945399751943,0.27712122285333013
-0.2605766891419498,-1.25945399751943,0.2648124928072747
-0.21714724095162455,-1.25945399751943,0.22684438470302462
-0.17371779276129934,-1.25945399751943,0.21074921152310588
